short_ticker,iso,entity,frequency,currency,transformation,scale,source,description,first_date,last_date,last_insert_timestamp
NYMX,MX,Mexico,Q,DOMESTIC,Period level,Milions,Banco de México,Net income from abroad (Primary Income),2002-01-01,2023-10-01,2024-02-24 06:17:24.127683
NCTMX,MX,Mexico,Q,DOMESTIC,Period level,Milions,Banco de México,Net current transfers (Secondary Income),2002-01-01,2023-10-01,2024-02-24 06:17:24.388207
IIPAMX,MX,Mexico,Q,USD,Period level,Milions,Banco de México,International investment position: Assets,2009-01-01,2023-10-01,2024-03-23 06:18:26.993720
IIPLMX,MX,Mexico,Q,USD,Period level,Milions,Banco de México,International investment position: Liabilities,2009-01-01,2023-10-01,2024-03-23 06:18:27.198245
CLIMX,MX,Mexico,M,INDEX,Period level,Units,OECD,OECD CLI,1960-02-01,2023-12-01,2024-01-13 00:40:41.599435
EXPMONMX,MX,Mexico,M,USD,Period level,Milions,INEGI,Monthly exports,2009-01-01,2024-02-01,2024-03-28 06:15:04.246066
IMPMONMX,MX,Mexico,M,USD,Period level,Milions,INEGI,Monthly imports,2009-01-01,2024-02-01,2024-03-28 06:17:15.334697
OILDEMMX,MX,Mexico,M,BARRELS PER DAY,Period level,Thousands,Joint Organisations Data Initiative,Oil demand,2002-01-01,2023-12-01,2024-03-18 15:43:12.085143
GASOPRODMX,MX,Mexico,M,BARRELS PER DAY,Period level,Thousands,Joint Organisations Data Initiative,Gasoline production,2002-01-01,2023-12-01,2024-03-18 15:43:53.358988
GASODEMMX,MX,Mexico,M,BARRELS PER DAY,Period level,Thousands,Joint Organisations Data Initiative,Gasoline demand,2002-01-01,2023-12-01,2024-03-18 15:44:38.919964
GASPRODMX,MX,Mexico,M,CUBIC METERS,Period level,Milions,Joint Organisations Data Initiative,Gas production,2010-01-01,2023-12-01,2024-03-18 15:16:01.271679
GASDEMMX,MX,Mexico,M,CUBIC METERS,Period level,Milions,Joint Organisations Data Initiative,Gas demand,2010-01-01,2023-12-01,2024-03-18 15:16:00.858294
ACPOPMX,MX,Mexico,M,PERCENT,Period level,Units,INEGI,Active population,2005-01-01,2024-02-01,2024-03-28 06:30:12.708619
COREMX,MX,Mexico,M,INDEX,Period level,Units,INEGI,Core consumer price index,1982-01-01,2024-02-01,2024-03-08 06:30:22.880068
MBMX,MX,Mexico,M,DOMESTIC,Period level,Thousands,Banco de México,Monetary base,1977-01-01,2024-02-01,2024-04-03 06:15:03.843816
GDPTR,TR,Türkiye,Q,DOMESTIC,Period level,Thousands,Turkish Statistical Institute,Gross domestic product,1998-01-01,2023-10-01,2024-02-29 12:52:52.136835
PRCTR,TR,Türkiye,Q,DOMESTIC,Period level,Thousands,Turkish Statistical Institute,Private consumption,1998-01-01,2023-10-01,2024-02-29 12:52:52.908543
PUCTR,TR,Türkiye,Q,DOMESTIC,Period level,Thousands,Turkish Statistical Institute,Public consumption,1998-01-01,2023-10-01,2024-02-29 12:52:53.113516
GFCFTR,TR,Türkiye,Q,DOMESTIC,Period level,Thousands,Turkish Statistical Institute,Gross fixed capital formation,1998-01-01,2023-10-01,2024-02-29 12:52:52.416164
CITR,TR,Türkiye,Q,DOMESTIC,Period level,Thousands,Turkish Statistical Institute,Change in inventories,1998-01-01,2023-10-01,2024-02-29 12:52:51.726613
CBALTR,TR,Türkiye,Q,DOMESTIC,Period level,Milions,Eurostat,Commercial balance (goods + services),1998-01-01,2023-10-01,2024-04-05 09:53:08.848991
RGDPTR,TR,Türkiye,Q,DOMESTIC,Period level,Thousands,Turkish Statistical Institute,Real gross domestic product,1998-01-01,2023-10-01,2024-02-29 12:50:35.715699
GDPPCTR,TR,Türkiye,Y,DOMESTIC,Period level,Units,Eurostat,GDP per capita,1998-01-01,2022-01-01,2023-09-12 23:03:17.724861
CPITR,TR,Türkiye,M,INDEX,Period level,Units,Turkish Statistical Institute,Consumer price index,1996-01-01,2024-03-01,2024-04-03 07:00:26.988821
PPITR,TR,Türkiye,M,INDEX,Period level,Units,Eurostat,Producer price index,2000-01-01,2024-03-01,2024-04-03 12:50:20.845887
GBALTR,TR,Türkiye,M,DOMESTIC,Period level,Milions,"Ministry of Treasury and Finance, Turkey",Government balance,2006-01-01,2024-02-01,2024-03-21 12:51:42.638086
GSPETR,TR,Türkiye,M,DOMESTIC,Period level,Milions,"Ministry of Treasury and Finance, Turkey",General government total expenditure,2006-01-01,2024-02-01,2024-03-21 12:51:43.638256
GREVTR,TR,Türkiye,M,DOMESTIC,Period level,Milions,"Ministry of Treasury and Finance, Turkey",General government total revenue,2006-01-01,2024-02-01,2024-03-21 12:51:43.137783
GDEBTTR,TR,Türkiye,M,DOMESTIC,Period level,Milions,"Ministry of Treasury and Finance, Turkey",Government debt,2002-01-01,2024-02-01,2024-03-21 12:51:54.084573
URATETR,TR,Türkiye,M,PERCENT,Period level,Units,Eurostat,Unemployment,2005-01-01,2024-01-01,2024-03-13 12:50:45.873748
EMPTR,TR,Türkiye,Q,PERSONS,Period level,Thousands,Eurostat,Total employment,2005-01-01,2023-03-01,2023-05-25 18:18:34.374031
EMRATIOTR,TR,Türkiye,Q,PERCENT,Period level,Units,Eurostat,Employment to working age population,2009-01-01,2020-10-01,2021-12-17 19:58:01.296458
PARTTR,TR,Türkiye,M,PERCENT,Period level,Units,Turkish Statistical Institute,Participation rate,2005-01-01,2024-01-01,2024-03-13 12:50:45.448333
RETATR,TR,Türkiye,M,INDEX,Period level,Units,Eurostat,Retail trade,2010-01-01,2024-01-01,2024-04-01 21:45:43.031046
IPTR,TR,Türkiye,M,INDEX,Period level,Units,Eurostat,Industrial production,1986-01-01,2024-01-01,2024-03-28 17:50:33.006014
SENTTR,TR,Türkiye,M,INDEX,Period level,Units,Eurostat,Sentiment index,2007-01-01,2024-03-01,2024-03-27 13:09:38.622355
CONFTR,TR,Türkiye,M,INDEX,Period level,Units,Eurostat,Consumer confidence index,2007-05-01,2024-03-01,2024-03-27 13:09:39.118017
UTILTR,TR,Türkiye,Q,INDEX,Period level,Units,Eurostat,Utilization rate,2007-01-01,2024-01-01,2024-01-30 18:02:35.765512
ELETR,TR,Türkiye,M,INDEX,Period level,Units,Eurostat,Production electricity,2005-01-01,2024-01-01,2024-04-01 23:34:46.838917
OILPRODTR,TR,Türkiye,M,BARRELS PER DAY,Period level,Thousands,Joint Organisations Data Initiative,Oil production,2002-01-01,2024-01-01,2024-03-18 15:42:45.130625
EXPTR,TR,Türkiye,Q,DOMESTIC,Period level,Thousands,Turkish Statistical Institute,Exports of goods and services,1998-01-01,2023-10-01,2024-02-29 12:52:51.934168
IMPTR,TR,Türkiye,Q,DOMESTIC,Period level,Thousands,Turkish Statistical Institute,Imports of goods and services,1998-01-01,2023-10-01,2024-02-29 12:52:52.631142
CATR,TR,Türkiye,M,USD,Period level,Milions,Central Bank of the Republic of Turkey,Current account balance,1996-01-01,2024-01-01,2024-03-12 12:50:50.861195
POPTR,TR,Türkiye,Y,PERSONS,Period level,Units,Eurostat,Population,1960-01-01,2022-01-01,2023-06-16 00:54:45.773204
HHDIRTR,TR,Türkiye,Y,PERCENT,Period level,Units,Eurostat,Household debt to income ratio,2010-01-01,2021-01-01,2023-02-11 05:40:51.947837
HOUTR,TR,Türkiye,Q,INDEX,Period level,Units,Eurostat,House price,2010-01-01,2023-10-01,2024-04-04 09:35:09.202359
NIIPTR,TR,Türkiye,Q,USD,Period level,Milions,Central Bank of the Republic of Turkey,Net international investment position,1996-10-01,2023-10-01,2024-02-20 12:51:08.997665
NPLTR,TR,Türkiye,Q,PERCENT,Period level,Units,International Monetary Fund,Non performing loans,2005-10-01,2019-10-01,2020-04-28 22:15:12.274828
Y10YDTR,TR,Türkiye,M,PERCENT,Period level,Units,Eurostat,Long term yield,2005-12-01,2023-12-01,2024-01-03 12:52:13.886324
M3YDTR,TR,Türkiye,M,PERCENT,Period level,Units,Eurostat,3 month yield,1990-01-01,2024-03-01,2024-04-04 10:42:54.577999
POLIRTR,TR,Türkiye,D,PERCENT,Period level,Units,Central Bank of the Republic of Turkey,Policy rate - short term,2018-12-28,2024-04-05,2024-04-07 12:51:53.490951
USDTRY,TR,Türkiye,D,DOMESTIC,Period level,Units,,Exchange rate v dollar,2000-01-31,2024-03-31,2024-04-01 09:41:32.848784
SEITR,TR,Türkiye,M,INDEX,Period level,Units,International Monetary Fund,Stock exchange index,1986-01-01,2019-02-01,2019-10-30 02:14:22.305134
REERTR,TR,Türkiye,M,INDEX,Period level,Units,Central Bank of the Republic of Turkey,Real effective exchange rate,1994-01-01,2024-03-01,2024-04-04 12:50:54.974536
M3TR,TR,Türkiye,W,DOMESTIC,Period level,Thousands,Central Bank of the Republic of Turkey,Money supply,2019-09-20,2024-03-29,2024-04-04 12:51:21.938319
CREDTR,TR,Türkiye,Q,DOMESTIC,Period level,Billions,Bank for International Settlements,Domestic credit,2001-01-01,2023-07-01,2024-03-05 03:59:51.600085
RGDPPCTR,TR,Türkiye,Y,VOLUME,Period level,Units,Eurostat,Real GDP per capita,1998-01-01,2022-01-01,2023-09-12 23:03:17.667707
RPRCTR,TR,Türkiye,Q,DOMESTIC,Period level,Thousands,Turkish Statistical Institute,Real private consumption,1998-01-01,2023-10-01,2024-02-29 12:50:36.416617
RPUCTR,TR,Türkiye,Q,DOMESTIC,Period level,Thousands,Turkish Statistical Institute,Real public consumption,1998-01-01,2023-10-01,2024-02-29 12:50:36.691298
RGFCFTR,TR,Türkiye,Q,DOMESTIC,Period level,Thousands,Turkish Statistical Institute,Real gross fixed capital formation,1998-01-01,2023-10-01,2024-02-29 12:50:36.008990
IBD1TR,TR,Türkiye,D,PERCENT,Period level,Units,Central Bank of the Republic of Turkey,Interbank lending overnight rate,2018-12-28,2024-04-05,2024-04-07 12:51:50.521256
REXPTR,TR,Türkiye,Q,DOMESTIC,Period level,Thousands,Turkish Statistical Institute,Real exports of goods and services,1998-01-01,2023-10-01,2024-02-29 12:50:35.501615
RIMPTR,TR,Türkiye,Q,DOMESTIC,Period level,Thousands,Turkish Statistical Institute,Real imports of goods and services,1998-01-01,2023-10-01,2024-02-29 12:50:36.213094
IIPATR,TR,Türkiye,Q,USD,Period level,Milions,Central Bank of the Republic of Turkey,International investment position: Assets,1996-10-01,2023-10-01,2024-02-20 12:51:09.160815
IIPLTR,TR,Türkiye,Q,USD,Period level,Milions,Central Bank of the Republic of Turkey,International investment position: Liabilities,1996-10-01,2023-10-01,2024-02-20 12:51:09.328581
CLITR,TR,Türkiye,M,INDEX,Period level,Units,OECD,OECD CLI,1960-02-01,2023-12-01,2024-01-13 00:40:44.959676
EXPMONTR,TR,Türkiye,M,USD,Period level,Thousands,Turkish Statistical Institute,Monthly exports,2013-01-01,2024-02-01,2024-03-29 13:07:23.945907
IMPMONTR,TR,Türkiye,M,USD,Period level,Thousands,Turkish Statistical Institute,Monthly imports,2013-01-01,2024-02-01,2024-03-29 13:07:24.261565
OILDEMTR,TR,Türkiye,M,BARRELS PER DAY,Period level,Thousands,Joint Organisations Data Initiative,Oil demand,2002-01-01,2024-01-01,2024-03-18 15:43:26.065922
GASOPRODTR,TR,Türkiye,M,BARRELS PER DAY,Period level,Thousands,Joint Organisations Data Initiative,Gasoline production,2002-01-01,2024-01-01,2024-03-18 15:44:06.891199
GASODEMTR,TR,Türkiye,M,BARRELS PER DAY,Period level,Thousands,Joint Organisations Data Initiative,Gasoline demand,2002-01-01,2024-01-01,2024-03-18 15:44:54.943728
GASPRODTR,TR,Türkiye,M,CUBIC METERS,Period level,Milions,Joint Organisations Data Initiative,Gas production,2010-01-01,2024-01-01,2024-03-18 15:16:16.445529
GASDEMTR,TR,Türkiye,M,CUBIC METERS,Period level,Milions,Joint Organisations Data Initiative,Gas demand,2010-01-01,2024-01-01,2024-03-18 15:16:16.031090
ACPOPTR,TR,Türkiye,Q,PERSONS,Period level,Thousands,Eurostat,Active population,2009-01-01,2020-10-01,2021-12-17 19:58:13.128019
CORETR,TR,Türkiye,M,INDEX,Period level,Units,Turkish Statistical Institute,Core consumer price index,1996-01-01,2024-03-01,2024-04-03 12:50:16.623065
MBTR,TR,Türkiye,M,DOMESTIC,Period level,Thousands,,Monetary base,2002-12-01,2024-03-01,2023-03-30 19:26:31.134027
GDPKR,KR,South Korea,Q,DOMESTIC,Period level,Billions,Korean Statistical Information Service,Gross domestic product,1990-01-01,2023-10-01,2024-03-06 16:15:25.794473
PRCKR,KR,South Korea,Q,DOMESTIC,Period level,Billions,Korean Statistical Information Service,Private consumption,1990-01-01,2023-10-01,2024-03-06 16:15:23.694942
PUCKR,KR,South Korea,Q,DOMESTIC,Period level,Billions,Korean Statistical Information Service,Public consumption,1990-01-01,2023-10-01,2024-03-06 16:15:23.959265
CONKR,KR,South Korea,Q,DOMESTIC,Period level,Billions,Korean Statistical Information Service,Total consumption,1990-01-01,2023-10-01,2024-03-06 16:15:23.353509
GCFKR,KR,South Korea,Q,DOMESTIC,Period level,Billions,Korean Statistical Information Service,Gross capital formation,1990-01-01,2023-10-01,2024-03-06 16:15:24.222705
GFCFKR,KR,South Korea,Q,DOMESTIC,Period level,Billions,Korean Statistical Information Service,Gross fixed capital formation,1990-01-01,2023-10-01,2024-03-06 16:15:24.567182
CIKR,KR,South Korea,Q,DOMESTIC,Period level,Billions,Korean Statistical Information Service,Change in inventories,1990-01-01,2023-10-01,2024-03-06 16:15:24.825863
RGDPKR,KR,South Korea,Q,DOMESTIC,Period level,Billions,Korean Statistical Information Service,Real gross domestic product,1990-01-01,2023-10-01,2024-01-25 08:15:05.384952
CPIKR,KR,South Korea,M,INDEX,Period level,Units,Korean Statistical Information Service,Consumer price index,1951-08-01,2024-03-01,2024-04-02 00:15:46.391289
PPIKR,KR,South Korea,M,INDEX,Period level,Units,Korean Statistical Information Service,Producer price index,2000-01-01,2024-02-01,2024-03-22 04:15:04.713096
GBALKR,KR,South Korea,M,DOMESTIC,Year level,Billions,Bank of Korea,Government balance,1999-12-01,2023-11-01,2024-01-15 04:15:06.442808
GSPEKR,KR,South Korea,M,DOMESTIC,Year level,Billions,Bank of Korea,General government total expenditure,1999-12-01,2023-11-01,2024-01-15 04:15:06.322274
GREVKR,KR,South Korea,M,DOMESTIC,Year level,Billions,Bank of Korea,General government total revenue,1999-12-01,2023-11-01,2024-01-15 04:15:05.312510
GDEBTKR,KR,South Korea,Q,USD,Period level,Milions,Bank of Korea,Government debt,1994-10-01,2023-10-01,2024-02-27 18:11:38.553167
URATEKR,KR,South Korea,M,PERCENT,Period level,Units,Korean Statistical Information Service,Unemployment,2000-01-01,2024-02-01,2024-03-13 08:17:54.375374
EMPKR,KR,South Korea,M,PERSONS,Period level,Thousands,,Total employment,2020-09-01,2024-02-01,2024-03-13 08:17:54.261776
RETAKR,KR,South Korea,M,INDEX,Period level,Units,Korean Statistical Information Service,Retail trade,2000-01-01,2024-02-01,2024-03-29 00:15:37.886949
IPKR,KR,South Korea,M,INDEX,Period level,Units,Korean Statistical Information Service,Industrial production,2005-01-01,2024-02-01,2024-03-29 00:19:06.743169
SENTKR,KR,South Korea,M,INDEX,Period level,Units,Bank of Korea,Sentiment index,1998-12-01,2024-03-01,2024-03-27 18:10:06.387851
CONFKR,KR,South Korea,M,,Period level,Units,OECD,Consumer confidence index,1998-12-01,2023-12-01,2024-01-09 00:47:15.552163
OILPRODKR,KR,South Korea,M,BARRELS PER DAY,Period level,Thousands,Joint Organisations Data Initiative,Oil production,2002-01-01,2022-09-01,2022-11-17 15:40:00.448736
EXPKR,KR,South Korea,Q,DOMESTIC,Period level,Billions,Korean Statistical Information Service,Exports of goods and services,1990-01-01,2023-10-01,2024-03-06 16:15:25.176537
IMPKR,KR,South Korea,Q,DOMESTIC,Period level,Billions,Korean Statistical Information Service,Imports of goods and services,1990-01-01,2023-10-01,2024-03-06 16:15:25.450008
CAKR,KR,South Korea,M,USD,Period level,Milions,Korean Statistical Information Service,Current account balance,2000-01-01,2024-02-01,2024-04-05 12:17:06.735427
POPKR,KR,South Korea,Y,PERSONS,Period level,Units,Korean Statistical Information Service,Population,2010-01-01,2023-01-01,2024-01-01 00:17:22.823835
HOUKR,KR,South Korea,Q,INDEX,Period level,Units,Bank for International Settlements,House price,1975-01-01,2023-10-01,2024-03-21 04:10:35.699377
NIIPKR,KR,South Korea,Q,USD,Period level,Milions,Korean Statistical Information Service,Net international investment position,1994-10-01,2023-10-01,2024-02-27 04:15:06.804364
Y10YDKR,KR,South Korea,D,PERCENT,Period level,Units,Bank of Korea,Long term yield,2000-12-18,2024-04-08,2024-04-08 18:10:52.180013
M3YDKR,KR,South Korea,D,PERCENT,Period level,Units,Bank of Korea,3 month yield,2005-08-01,2024-04-08,2024-04-08 18:10:30.358853
POLIRKR,KR,South Korea,D,PERCENT,Period level,Units,Bank of Korea,Policy rate - short term,1999-05-06,2024-04-05,2024-04-07 18:11:14.129635
SEIKR,KR,South Korea,M,INDEX,Period level,Units,International Monetary Fund,Stock exchange index,1981-01-01,2019-02-01,2019-10-30 02:13:04.018128
REERKR,KR,South Korea,M,INDEX,Period level,Units,Bank for International Settlements,Real effective exchange rate,1994-01-01,2024-02-01,2024-03-21 04:13:46.741401
M3KR,KR,South Korea,M,DOMESTIC,Period level,Billions,Bank of Korea,Money supply,2013-10-01,2022-03-01,2022-05-12 18:10:45.442104
CREDKR,KR,South Korea,Q,DOMESTIC,Period level,Billions,Bank for International Settlements,Domestic credit,1990-10-01,2023-07-01,2024-03-05 03:59:46.927550
RPRCKR,KR,South Korea,Q,DOMESTIC,Period level,Billions,Korean Statistical Information Service,Real private consumption,1990-01-01,2022-01-01,2022-05-31 16:53:12.137463
RPUCKR,KR,South Korea,Q,DOMESTIC,Period level,Billions,Korean Statistical Information Service,Real public consumption,1990-01-01,2022-01-01,2022-05-31 16:53:17.800399
RCONKR,KR,South Korea,Q,DOMESTIC,Period level,Billions,Korean Statistical Information Service,Real total consumption,1990-01-01,2022-01-01,2022-05-31 16:53:06.447780
RGCFKR,KR,South Korea,Q,DOMESTIC,Period level,Billions,Korean Statistical Information Service,Real gross capital formation,1990-01-01,2022-01-01,2022-05-31 16:53:23.532011
RGFCFKR,KR,South Korea,Q,DOMESTIC,Period level,Billions,Korean Statistical Information Service,Real gross fixed capital formation,1990-01-01,2022-01-01,2022-05-31 16:53:29.201794
RCIKR,KR,South Korea,Q,DOMESTIC,Period level,Billions,Korean Statistical Information Service,Real change in inventories,1990-01-01,2022-01-01,2022-05-31 16:53:34.925485
IBD1KR,KR,South Korea,D,PERCENT,Period level,Units,Bank of Korea,Interbank lending overnight rate,2005-08-01,2024-04-08,2024-04-08 18:10:39.926695
REXPKR,KR,South Korea,Q,DOMESTIC,Period level,Billions,Korean Statistical Information Service,Real exports of goods and services,1990-01-01,2022-01-01,2022-05-31 16:53:40.592690
RIMPKR,KR,South Korea,Q,DOMESTIC,Period level,Billions,Korean Statistical Information Service,Real imports of goods and services,1990-01-01,2022-01-01,2022-05-31 16:53:46.309273
IIPAKR,KR,South Korea,Q,USD,Period level,Milions,Korean Statistical Information Service,International investment position: Assets,1994-10-01,2023-10-01,2024-02-27 04:15:05.076533
IIPLKR,KR,South Korea,Q,USD,Period level,Milions,Korean Statistical Information Service,International investment position: Liabilities,1994-10-01,2023-10-01,2024-02-27 04:15:06.655253
CLIKR,KR,South Korea,M,INDEX,Period level,Units,OECD,OECD CLI,1960-02-01,2023-12-01,2024-01-13 00:40:38.587104
EXPMONKR,KR,South Korea,M,USD,Period level,Thousands,Korean Statistical Information Service,Monthly exports,2020-01-01,2024-02-01,2024-03-21 08:15:05.209409
IMPMONKR,KR,South Korea,M,USD,Period level,Thousands,Korean Statistical Information Service,Monthly imports,2020-01-01,2024-02-01,2024-03-21 08:17:17.174810
OILDEMKR,KR,South Korea,M,BARRELS PER DAY,Period level,Thousands,Joint Organisations Data Initiative,Oil demand,2002-01-01,2024-01-01,2024-03-18 15:43:09.474627
GASOPRODKR,KR,South Korea,M,BARRELS PER DAY,Period level,Thousands,Joint Organisations Data Initiative,Gasoline production,2002-01-01,2024-01-01,2024-03-18 15:43:50.581665
GASODEMKR,KR,South Korea,M,BARRELS PER DAY,Period level,Thousands,Joint Organisations Data Initiative,Gasoline demand,2002-01-01,2024-01-01,2024-03-18 15:44:34.642887
GASPRODKR,KR,South Korea,M,CUBIC METERS,Period level,Milions,Joint Organisations Data Initiative,Gas production,2010-01-01,2022-04-01,2022-06-21 15:16:03.912665
GASDEMKR,KR,South Korea,M,CUBIC METERS,Period level,Milions,Joint Organisations Data Initiative,Gas demand,2010-01-01,2024-01-01,2024-03-18 15:15:56.955465
COREKR,KR,South Korea,M,INDEX,Period level,Units,Korean Statistical Information Service,Core consumer price index,2000-01-01,2024-03-01,2024-04-01 23:00:19.759364
MBKR,KR,South Korea,M,DOMESTIC,Period level,Billions,Bank of Korea,Monetary base,1971-01-01,2024-01-01,2024-03-15 18:11:38.422742
GDPES,ES,Spain,Q,DOMESTIC,Period level,Milions,Eurostat,Gross domestic product,1995-01-01,2023-10-01,2024-01-30 12:47:51.884672
PRCES,ES,Spain,Q,DOMESTIC,Period level,Milions,Eurostat,Private consumption,1995-01-01,2023-10-01,2024-01-30 12:49:07.109017
PUCES,ES,Spain,Q,DOMESTIC,Period level,Milions,Eurostat,Public consumption,1995-01-01,2023-10-01,2024-01-30 12:48:59.000334
CONES,ES,Spain,Q,DOMESTIC,Period level,Milions,Eurostat,Total consumption,1995-01-01,2023-10-01,2024-01-30 12:49:20.216575
